10.0;10.0;10.0;10.0
0.122;1.0579999999999998;9.91;49.26
0.19399999999999998;1.998;20.057;99.766
0.28733333333333333;2.9706666666666672;30.02;149.07466666666667
0.409;4.011500000000001;39.7125;199.7745
0.5;4.981199999999999;49.928399999999996;249.32999999999998
-1.0;-1.0;-1.0;-1.0
0.0;0.0;0.10162031634516155;0.4983942432930263
0.0;0.007457142857142857;0.10198257032823195;0.5013423325642918
0.0;0.008473809523809524;0.10088927654746394;0.49834789078544245
0.0;0.006933098845598845;0.09984025504190072;0.5006131661764195
0.0;0.00991028083028083;0.10035392964276835;0.49960303831457853
-1.0;-1.0;-1.0;-1.0
1.4;9.8;4.0;2.0
2.0;16.9;3.0;2.0
3.4;11.7;3.0;2.0
5.0;9.9;3.0;2.0
5.6;8.2;3.0;2.0
-1.0;-1.0;-1.0;-1.0
1.2368583797155223e-06;0.001948258091115234;0.012643784786641929;0.0051267779839208405
7.867620932947567e-07;0.0185192883609969;0.005148291964874879;0.0025185015989036092
1.5712329689569256e-06;0.012265134340418843;0.003167493434490809;0.0016826259043942141
4.008135917683658e-06;0.008280985126131912;0.0023061642800468506;0.0012545528393848938
4.136787631487876e-06;0.005995143701056732;0.0018193624196183526;0.0010047001633789663
-1.0;-1.0;-1.0;-1.0
0.0012727272727272728;0.01859449120716806;0.44856670171516055;0.6663346205747359
0.0010248743718592964;0.09858845850295449;0.4960003120308903;0.6676310745984757
0.001059045122727987;0.17202052018891642;0.5146808292434321;0.6662808277455092
0.0012060777398366852;0.21890915380312537;0.5215208571594474;0.6671545750771916
0.0012752957194880489;0.24577715477189926;0.5246951934569702;0.6666629959775778
-1.0;-1.0;-1.0;-1.0
0.03841874542459709;0.1360735095453924;0.3306055050963307;0.7372923436466693
0.026153393661244046;0.11043550153822816;0.40605541493742014;0.5219042057696022
0.05115988011453246;0.11904060931743694;0.2766787145971139;0.4830808535960714
0.04933558553417603;0.13386653801454634;0.4151159476580002;0.9555429085080426
0.050691222119810836;0.11132726530369817;0.28356840444591236;0.5131058370355933
-1.0;-1.0;-1.0;-1.0
0.0;0.0;0.007992412657742686;0.007153084363451051
0.0;0.006384743010541426;0.0035206002889856557;0.0026450826642630595
0.0;0.003922282114046279;0.001185533669306231;0.0015675611948148776
0.0;0.0030076505424090723;0.0018517446203616282;0.002287273632744919
0.0;0.002752706776789483;0.0011375195927242887;0.0010171271972320847
-1.0;-1.0;-1.0;-1.0
0.48989794855663565;2.7129319932501073;0.0;0.0
0.4472135954999579;2.3;0.0;0.0
0.8;1.1874342087037917;0.0;0.0
2.1447610589527217;1.2206555615733703;0.0;0.0
0.9165151389911681;0.39999999999999997;0.0;0.0
-1.0;-1.0;-1.0;-1.0
1.6491445062873632e-06;0.0016407336667674985;0.00030812182361315306;7.599385112829027e-05
4.6034102703459343e-07;0.002904038724573139;6.730267279183372e-05;1.3245627271955777e-05
1.0004722468150677e-06;0.0005880387995483623;1.1006936806817939e-05;5.421661170299997e-06
4.274601883778859e-06;0.00032153747354301475;6.223197227891497e-06;6.017196940265436e-06
1.187128187258024e-06;6.244413187067162e-05;1.6848270322140168e-06;2.0647956033978924e-06
-1.0;-1.0;-1.0;-1.0
0.0004166930236876764;0.004960418869314918;0.006054568728391229;0.003318831959526944
0.00014422686884054035;0.013437514246207356;0.0031813706340121676;0.0011712848655789346
0.00020721552290057003;0.01070622662247541;0.0008670299532439425;0.00071399814355167
0.0002002015442995843;0.005857906217826753;0.0006638464003357123;0.0010567412454349538
0.0001368091547346555;0.004402558847873924;0.00023080401760293843;0.00046110629913007257
